time,bid_price,ask_price,total_volume,open_price,quote_time
2022-12-28 14:59:08.361000,117.37,117.39,2770270,116.25,35948
2022-12-28 14:59:08.887000,,,2770370,,
2022-12-28 14:59:09.415000,117.36,,2770380,,
2022-12-28 14:59:09.941000,,117.38,2770690,,35949
2022-12-28 14:59:10.486000,,,2770891,,35950
2022-12-28 14:59:11.010000,117.37,117.39,2772327,,
2022-12-28 14:59:11.555000,,,2772348,,35951
2022-12-28 14:59:12.078000,117.36,,2772363,,
2022-12-28 14:59:12.591000,,117.38,2772375,,35952
2022-12-28 14:59:13.114000,117.29,117.31,2774083,,
2022-12-28 14:59:13.617000,,,,,35953
2022-12-28 14:59:14.149000,117.27,117.29,2776183,,
2022-12-28 14:59:14.674000,117.28,117.31,2776864,,35954
2022-12-28 14:59:15.178000,117.29,,2777141,,
2022-12-28 14:59:15.710000,,117.32,2777642,,35955
2022-12-28 14:59:16.211000,117.3,,2777646,,35956
2022-12-28 14:59:16.721000,117.32,117.34,2778045,,
2022-12-28 14:59:17.248000,,,2778145,,
2022-12-28 14:59:17.763000,,,,,35957
2022-12-28 14:59:18.282000,117.29,117.31,2779063,,35958
2022-12-28 14:59:18.802000,117.3,117.32,2779558,,
2022-12-28 14:59:19.317000,117.29,,2779683,,35959
2022-12-28 14:59:20.367000,117.3,,2779691,,35960
2022-12-28 14:59:20.883000,117.34,117.37,2782935,,
2022-12-28 14:59:21.920000,,,2783567,,35961
2022-12-28 14:59:22.445000,117.33,117.35,2783691,,35962
2022-12-28 14:59:22.961000,,,2783721,,
2022-12-28 14:59:23.473000,,,2783822,,35963
2022-12-28 14:59:24.006000,117.31,117.33,2784322,,
2022-12-28 14:59:24.538000,,117.34,2784323,,35964
2022-12-28 14:59:25.073000,,,2785646,,
2022-12-28 14:59:25.578000,117.3,,2785948,,35965
2022-12-28 14:59:26.122000,,,2785951,,
2022-12-28 14:59:26.632000,,,2786253,,35966
2022-12-28 14:59:27.135000,117.31,,2786410,,
2022-12-28 14:59:27.639000,117.28,117.33,2786762,,35967
2022-12-28 14:59:28.155000,117.29,,,,
2022-12-28 14:59:28.679000,117.3,,,,35968
2022-12-28 14:59:29.184000,,,2786936,,
2022-12-28 14:59:29.702000,,117.34,2788053,,35969
2022-12-28 14:59:30.225000,,,2788509,,
2022-12-28 14:59:30.754000,117.34,117.36,2789630,,35970
2022-12-28 14:59:31.292000,117.4,117.42,2790677,,35971
2022-12-28 14:59:31.796000,117.36,117.4,2790916,,
2022-12-28 14:59:32.340000,117.35,117.37,2791616,,35972
2022-12-28 14:59:32.854000,117.31,117.35,2791916,,
2022-12-28 14:59:33.359000,117.32,,,,35973
2022-12-28 14:59:34.391000,117.33,117.37,2791922,,35974
2022-12-28 14:59:34.917000,,117.36,2791925,,
2022-12-28 14:59:35.442000,117.32,117.35,2792528,,
2022-12-28 14:59:35.955000,117.33,117.37,2792828,,35975
2022-12-28 14:59:36.501000,,,2792878,,35976
2022-12-28 14:59:37.028000,117.32,117.36,2792978,,
2022-12-28 14:59:37.574000,117.33,117.38,2793278,,35977
2022-12-28 14:59:38.111000,117.32,117.35,2804023,,
2022-12-28 14:59:38.657000,,117.36,2804024,,35978
2022-12-28 14:59:39.196000,117.31,117.34,2804163,,
2022-12-28 14:59:39.747000,117.35,117.38,2804936,,35979
2022-12-28 14:59:40.253000,117.38,117.41,2805237,,35980
2022-12-28 14:59:40.787000,117.37,117.4,2806747,,
2022-12-28 14:59:41.291000,,117.39,2807346,,35981
2022-12-28 14:59:41.854000,,,2807652,,
2022-12-28 14:59:42.375000,117.38,117.41,2807862,,35982
2022-12-28 14:59:42.917000,117.37,117.4,2807877,,
2022-12-28 14:59:43.419000,117.38,,2807878,,35983
2022-12-28 14:59:43.965000,117.37,117.39,2810002,,
2022-12-28 14:59:44.476000,,,2810063,,35984
2022-12-28 14:59:45.002000,,117.4,,,
2022-12-28 14:59:45.522000,117.4,117.42,2810186,,35985
2022-12-28 14:59:46.037000,117.42,117.44,2810290,,
2022-12-28 14:59:46.541000,,,2810384,,35986
2022-12-28 14:59:47.072000,,,2810385,,
2022-12-28 14:59:47.601000,,117.45,2810488,,35987
2022-12-28 14:59:48.119000,,,2810716,,
2022-12-28 14:59:48.664000,,,2810816,,35988
2022-12-28 14:59:49.197000,,,2810827,,
2022-12-28 14:59:49.706000,,,2810829,,35989
2022-12-28 14:59:50.214000,,117.46,2811130,,35990
2022-12-28 14:59:50.802000,117.44,117.47,2811721,,
2022-12-28 14:59:51.329000,117.43,117.45,2812195,,
