time,bid_price,ask_price,total_volume,open_price,quote_time
2022-12-30 17:37:11.518000,119.02,119.05,8808175,,45431
2022-12-30 17:37:12.031000,119.01,119.04,8808310,,
2022-12-30 17:37:12.551000,,,8808405,,45432
2022-12-30 17:37:13.075000,119.02,,,,
2022-12-30 17:37:13.606000,,119.05,8808455,,45433
2022-12-30 17:37:14.112000,,,,,45434
2022-12-30 17:37:15.136000,,119.04,8808500,,
2022-12-30 17:37:15.652000,,,8808625,,45435
2022-12-30 17:37:16.184000,,,8808626,,
2022-12-30 17:37:16.717000,119.03,119.05,8808688,,45436
2022-12-30 17:37:17.263000,119.02,119.04,8808823,,45437
2022-12-30 17:37:18.503000,,,,,45438
2022-12-30 17:37:19.015000,,,8808829,,
2022-12-30 17:37:19.538000,,,8808954,,45439
2022-12-30 17:37:20.075000,119.03,,8808957,,
2022-12-30 17:37:20.614000,119.02,119.03,8808980,,45440
2022-12-30 17:37:21.163000,,,8809240,,
2022-12-30 17:37:22.199000,119.03,119.04,8809444,,45441
2022-12-30 17:37:22.713000,,,,,45442
2022-12-30 17:37:23.243000,119.02,,8809565,,
2022-12-30 17:37:23.757000,119.01,119.03,8809582,,45443
2022-12-30 17:37:24.785000,,,,,45444
2022-12-30 17:37:25.319000,,119.02,8809592,,
2022-12-30 17:37:25.851000,118.99,119,8811866,,45445
2022-12-30 17:37:26.395000,118.98,,8811875,,
2022-12-30 17:37:26.921000,118.99,119.01,,,45446
2022-12-30 17:37:27.471000,118.98,,8811967,,45447
2022-12-30 17:37:27.976000,118.99,119.02,,,
2022-12-30 17:37:28.509000,119.01,,8812078,,45448
2022-12-30 17:37:29.023000,,,8812128,,
2022-12-30 17:37:30.102000,,,8812129,,45449
2022-12-30 17:37:30.670000,119,,8812133,,45450
2022-12-30 17:37:31.735000,119.01,,,,45451
2022-12-30 17:37:32.267000,119,,8812134,,45452
2022-12-30 17:37:32.794000,119.01,,8812145,,
2022-12-30 17:37:33.306000,119,,,,
2022-12-30 17:37:33.807000,,,8812375,,
2022-12-30 17:37:34.318000,,,8813175,,
2022-12-30 17:37:34.845000,,,8813176,,45454
2022-12-30 17:37:35.372000,118.99,119,8818327,,45455
2022-12-30 17:37:35.904000,,,8818340,,
2022-12-30 17:37:37.447000,,,,,45457
2022-12-30 17:37:38.530000,118.97,118.99,8820236,,45458
2022-12-30 17:37:39.068000,,,8820237,,
2022-12-30 17:37:39.589000,,,,,45459
2022-12-30 17:37:40.108000,118.96,,,,
2022-12-30 17:37:40.632000,,118.98,8820242,,45460
2022-12-30 17:37:41.162000,,118.99,,,
2022-12-30 17:37:41.704000,118.97,,8820446,,45461
2022-12-30 17:37:42.246000,118.96,,8820546,,
2022-12-30 17:37:42.781000,,,8820561,,45462
2022-12-30 17:37:43.298000,,,8821061,,
2022-12-30 17:37:43.800000,118.98,,8821065,,45463
2022-12-30 17:37:44.329000,118.99,119.01,8821292,,45464
2022-12-30 17:37:45.396000,,,,,45465
2022-12-30 17:37:45.931000,,,8821293,,
2022-12-30 17:37:46.964000,,,8821298,,45466
2022-12-30 17:37:48.540000,118.98,119,8821994,,45468
2022-12-30 17:37:49.051000,,,8822234,,
2022-12-30 17:37:49.569000,,,8822235,,
2022-12-30 17:37:50.098000,118.99,119.01,,,45469
2022-12-30 17:37:50.622000,,,8822255,,45470
2022-12-30 17:37:51.696000,,,8822275,,45471
2022-12-30 17:37:52.242000,,,8822445,,45472
2022-12-30 17:37:53.286000,,,8822465,,
2022-12-30 17:37:54.325000,,,,,45473
2022-12-30 17:37:54.866000,,,,,45474
2022-12-30 17:37:55.380000,,119.02,8822543,,45475
2022-12-30 17:37:55.927000,,119.01,8822554,,
2022-12-30 17:37:56.460000,,119,8823065,,45476
2022-12-30 17:37:56.981000,,,8823185,,
2022-12-30 17:37:57.525000,,,,,45477
2022-12-30 17:37:59.142000,,,8823186,,45478
2022-12-30 17:37:59.664000,118.98,118.99,8823406,,45479
2022-12-30 17:38:00.731000,118.99,119.01,8823694,,45480
2022-12-30 17:38:01.764000,,119,,,45481
2022-12-30 17:38:02.284000,118.98,,8823784,,45482
2022-12-30 17:38:02.802000,118.97,,,,
2022-12-30 17:38:03.321000,,,,,45483
2022-12-30 17:38:04.382000,,118.99,,,
2022-12-30 17:38:04.929000,,118.98,,,45484
2022-12-30 17:38:05.457000,,,8823785,,45485
2022-12-30 17:38:07.026000,,,8823815,,
2022-12-30 17:38:08.096000,,,8823817,,45487
2022-12-30 17:38:08.621000,,,8824391,,45488
2022-12-30 17:38:09.674000,,118.99,8824693,,45489
2022-12-30 17:38:10.179000,,,8824702,,
2022-12-30 17:38:10.699000,,,8825207,,45490
2022-12-30 17:38:11.240000,,,8825258,,
2022-12-30 17:38:11.759000,,118.98,8825319,,45491
2022-12-30 17:38:12.293000,,118.99,8825422,,
2022-12-30 17:38:12.826000,,118.98,8825522,,45492
2022-12-30 17:38:13.335000,,118.99,8826517,,
2022-12-30 17:38:13.869000,118.94,118.96,8827926,,45493
2022-12-30 17:38:14.377000,118.93,118.95,,,45494
2022-12-30 17:38:14.924000,,,8828591,,
2022-12-30 17:38:15.440000,,,8828637,,45495
2022-12-30 17:38:15.973000,,,8828638,,
2022-12-30 17:38:16.487000,,,8828639,,
2022-12-30 17:38:17.030000,118.95,118.98,8828947,,45496
2022-12-30 17:38:17.553000,,,8828948,,45497
2022-12-30 17:38:18.095000,,118.97,,,
2022-12-30 17:38:18.631000,,,,,45498
2022-12-30 17:38:19.168000,,,8829048,,45499
2022-12-30 17:38:20.764000,118.93,118.95,8829249,,45500
2022-12-30 17:38:21.271000,118.94,118.96,8829257,,
2022-12-30 17:38:21.812000,,,,,45501
